,artist_name,song_name
15723,Vanessa Paradis,Made In Asia
15724,Graaf,You Got (What I Want)
15725,The Tamperer,If You Buy This Record (Your Life Will Be Better) [feat. Maya] {Original Mix}
15726,Tommy Roe,Hanky Panky
15727,Rush,Driven (Restrospective 3 Version)
15728,The Veronicas,4ever [Live] (Album Version)
15729,The Sagittarian,INSANE  (Christian Luke Remix)
15730,Yo-Yo Ma,Unaccompanied Cello Suite No. 6 in D Major_ BWV 1012/Gigue
15731,The Supermen Lovers,Starlight (Dub Version)
15732,David Jordan,(Don't Wanna) Hear You Say (Wideboys Stadium Club Dub Mix)
15733,Harry Diboula,Amor ta vencé
15734,John & Yoko And The Plastic Ono Band With The Harlem Community Choir,Happy Xmas (War Is Over) (2003 Mix)
15735,Smash Mouth,All Star
15736,The Shangri-Las,Remember (Walkin' I The Sand)
15737,Les Misérables - 10th Anniversary Concert,Castle On A Cloud
15738,Lorena,Bohemian Rhapsody
15739,Trancendental,Omuzdaki El
15740,Green Day,King For A Day/Shout (Live)
15741,Dirty South Feat. Rudy,Let It Go [Chocolate Puma Dub]
15742,N&K vs. Denis The Menace / Alex Prince,Cruising
15743,Britney Spears,When Your Eyes Say It
15744,Sinead Quinn,Complicated
15745,Meat Katie,Cracks (Moguai Remix)
15746,Dayton,Movin' Up Reprise (2004 Digital Remaster)
15747,Terence Trent D'Arby,Wishing Well
15748,Teresa De Sio,Un Libero Cercare
15749,The Battle of Land and Sea,Lady
15750,Blowing Free,How Deep Is Your Love
15751,Steely Dan,Hey Nineteen
15752,Sister Sledge,We Are Family
15753,Supertramp,The logical song (live)
15754,Supertramp,Goodbye Stranger (Album Version)
15755,Pagan Wanderer Lu,England Expects
15756,THE CHIFFONS,One Fine Day (Live in Pittsburg)
15757,David Archuleta,Touch My Hand
15758,Otaku,Nippon Express
15759,Los Solitarios,No debes llorar
15760,Marc Antoine,Haïti
15761,Dynamite Deluxe,Erster Song
15762,Buddy Holly,Heartbeat
15763,The Mormon Tabernacle Choir,The Stars and Stripes Forever!
15764,Pompeii,False Alarm
15765,Marilyn Manson,Dancing With The One Legged...
15766,The Police,Bring On The Night
15767,Breaking Point,All Messed Up
15768,Lauren Wood,Fallen (LP Version)
15769,Megavier,Dankeschön
15770,The Romantics,Talking In Your Sleep
15771,Udo Lindenberg,Interview mit Gott [Live 2008]
15772,Alicia Keys,Doesn't Mean Anything
15773,Colin James,Just Came Back
15774,James Morrison Featuring Nelly Furtado,Broken Strings
15775,Jorge Bolet,Études d'éxécution transcendante: III Paysage in C Major
15776,Starecase,Navigator
15777,José Augusto,Jura-Me (Jurame) (1994 Digital Remaster)
15778,Alf Robertson,Ingenting mera än en sång (Just A Song)
15779,Memphis La Blusera,La Última Lagrima
15780,Creedence Clearwater Revival,Who'll Stop The Rain
15781,Johnny Lee,What's A Fool Like Me Doing In A Love Like This
15782,Cressida,6am
15783,A.M.P.,Toffee
15784,Mariano Yanani,El Noi De La Mare
15785,Brian May,Back To The Light
15786,Ace Karaoke Productions,Memory (In the style of 'Susan Boyle') [No Backing Vocals]
15787,Strange Tenants,Moonstomp
15788,Michael Allen Harrison, Matter of Time
15789,John Fogerty,Rock And Roll Girls
15790,Floatation Toy Warning,Losing Carolina; For Drusky
15791,Linkin Park,One Step Closer
15792,Vincent De Moor,Close Encounters Of The Second Mind
15793,Martin Zellar,Something's Gotta Happen (Album Version)
15794,Hawaii Samurai,Buffy the Vampire Slayer
15795,Oxia,Whole Life
15796,Jean-François Paillard,Bach_ JS : Orchestral Suite No.2 in B minor BWV1067 : VI Menuet
15797,Fiordaliso,Saprai
15798,Christian Anders,California Blue
15799,Peaches & Herb,Bluer Than Blue
15800,Pet Shop Boys,Decadence (2001 Digital Remaster)
15801,M,Pop Muzik
15802,Edurne,Lo Siento
15803,Ronan Keating,Silent Night
15804,James Galway,If You Leave Me Now
15805,Simple Plan,I'm Just A Kid (MTV Hard Rock Live Version)
15806,The Temptations,Ain't Too Proud To Beg
15807,Pendulum,Blood Sugar [Live At Brixton Academy]
15808,Salvatore Licitra;Kent Nagano,Nessun dorma
15809,Dick Van Dyke,Baby Talk To Me
15810,Marina And The Diamonds,Shampain (album version)
15811,Keith Caputo,Why (Album Version)
15812,Gregg Allman,Silence Ain't Golden Anymore
15813,Kool & The Gang,Get Down On It
15814,Andres Calamaro,Son Las Nueve
15815,Roberto Menescal,Garota De Ipanema
15816,Jennifer Warnes,Right Time Of The Night
15817,Fever Queens,Tears On My Pillow (Cover Version)
15818,Coldplay,Sparks
15819,Marina Rei,T'Innamorerò
15820,Rick Treviño,Salte De Espalda
15821,Peter Schilling,Die Wüste lebt - (Album Version)
15822,DJ  Reset,Speaker Bunny
15823,Illuminate,"Outro: ""Alles_ Was Blieb"
15824,Swat-Squad,Walking through Barceloneta
15825,Mariano Yanani,Fool To Cry
15826,883,La Regola Dell'amico
15827,Topmodelz,Two Princes
15828,Band Aid,Do They Know It's Christmas?
15829,Simple Plan,Untitled (Domestic Album Version)
15830,Prince & The Revolution,Purple Rain
15831,The 101 Strings Orchestra,O Holy Night (Cantique De Noel)
15832,Cesare Cremonini,Latin lover (live)
15833,Arthur Baker feat. Nona Hendrix & Ladonna,Tear Down The Walls (Sonic C Remix)
15834,Planet P Project,Good Little Soldiers (Album Version)
15835,Otis Redding,Try A Little Tenderness
15836,Mary Wells,The Boy From Ipanema (Album Version)
15837,Yanni,Nostalgia
15838,The London Theatre Orchestra,Marcha Real (Spain)
15839,Wet Wet Wet,Someone Like You
15840,Glenn Hughes,Ave Maria
15841,Whitney Houston,Exhale
15842,Javine,You've Got A Friend (Single Version)
15843,Jovanotti,Io Ti Cerchero
15844,Ananda Project,Breaking Down (Louie Vega's Revival Bonus Beats) [feat. Heather Johnson]
15845,Jon Secada,Angel
15846,Sam & Dave,Hold On I'm Coming
15847,Carlos Baute,Dame de eso (Directo 09)
15848,Korn,Shot Liver Medley
15849,Twila Paris,I See You Standing (Cry For The Desert Album Version)
15850,Nickelback,Leader Of Men (Acoustic - 3:23) (Album Version)
15851,Irma Thomas,Loving Arms  [LP Version]
15852,Far Corporation,Stairway To Heaven
15853,Jelly Roll Morton,King Porter Stomp
15854,Michael Bolton,Reach Out I'll Be There
15855,Hacienda,Saudades
15856,Jeff And Sheri Easter,The Greatest Gift Of All (Christmas In South Africa Album Version)
15857,Everly Brothers,Bye Bye Love
15858,Deepak Chopra,Expressions of Ethernal Being
15859,Bellatrax_ Sophia May,I Can't Help Myself
15860,Roland Klinkenberg,Jacked Edge
15861,Antonio Vivaldi,L'hiver : Largo
15862,Point Of Grace,The Great Divide (Remix Version)
15863,The Big Dish,Waiting For The Parade
15864,The Glenn Miller Orchestra,A String Of Pearls
15865,William Bell / Judy Clay,Private Number
15866,Irene Cara,Flashdance...What A Feeling
15867,Bryan Adams with Tina Turner,It's Only Love
15868,Sue Keller,Where Is The Boy?
15869,Tata Young,Sailom Tee Mong Mai Hen
15870,3 Doors Down,Here Without You
15871,Molella,Originale Radicale Musicale (DJ MNS vs. DJ E-MaxX Old Skool Remix)
15872,The Chills,Singing In My Sleep
15873,Ligabue,Da Adesso In Poi
15874,Julio Iglesias,C'Est Ma Vie (Júrame)
15875,Leonard Cohen,Dance Me To The End Of Love
15876,Étienne Daho,Corps Et Armes (Live 2001)
15877,Jamiroquai with Beverley Knight,Love Foolosophy
15878,Alphaville,Ariana
15879,Los Angeles Philharmonic / Christoph Eschenbach,4. Allegro con fuoco
15880,Dash Berlin,Man On The Run
15881,Johnny Cash,All Around Cowboy
15882,Jessica Simpson,Part Of Your World
15883,The Lost,It's Decided
15884,Gianni Morandi,Una Vita Normale
15885,Kluster feat. Ron Carroll,My Love (Uplifting Mix)
15886,Estopa,Tu Calorro
15887,Dancelordz,Together (DJ Bounce Remix)
15888,Engelbert Humperdinck,The Last Waltz
15889,The Notorious Cherry Bombs,Forever Someday
15890,Huey Lewis And The News,The Heart Of Rock And Roll (Session Take) (24-Bit Digitally Remastered 99)
15891,Lionel Richie,Hello
15892,Kevin Lyttle,Turn Me On (featuring Spragga Benz-new)
15893,Peter Herbolzheimer Rhythm Combination & Brass,Birdland
15894,Alexander Robotnick,Addio Addio
15895,Bread,Baby I'm-A Want You (LP Version)
15896,Sound Egoist,Houzzze Time
15897,Nicole C. Mullen,One Touch [Press] (Ultimate Collection Version)
15898,A*Teens,I Promised Myself
15899,Christian George,Strangers
15900,Duran Duran,Girls On Film (BBC Radio 1 Peter Powell Session (Recorded 19th June 1981_ Transmitted 11th August 1981))
15901,Eddie Calvert,They Didn't Believe Me (Tonight's The Night)
15902,Bryan Adams,How Do Ya Feel Tonight
15903,Sonique,Better Than That
15904,The Chantays,Pipeline
15905,Mark McGrath,Ghost In You (Album Version)
15906,Atom,Serious
15907,Wamdue Project,King Of My Castle
15908,The Osmonds,Love Me For A Reason
15909,Los Del Rio,Macarena
15910,Rooney,Calling The World
15911,Fish Go Deep,The Cure and The Cause [Full Intention Classic Remix] (Album)
15912,Baracuda,I Leave The World Today - Special D. Remix
15913,The Mamas & The Papas,I Saw Her Again
15914,Cardio All-Stars,I Know You Want Me (as made famous by Pitbull)
15915,Smokie,Needles And Pins
15916,Coldplay,Yellow
15917,Majai,Phoria
15918,Don Williams,If You Could Read My Mind
15919,Hanson,Where's The Love
15920,Joe Cocker / Jennifer Warnes,Up Where We Belong
15921,John Mellencamp,Jack & Diane
15922,The Equals,Viva Bobby Joe
15923,Susan Aglukark,Katadjaq
15924,Tunsi,Intro
15925,Sonique,Sky
15926,Tritonal feat. Soto,One More Day
15927,James Newton Howard,Is That A Kiss?
15928,Rayvon,No Guns No Murder
15929,Choir & Great Symphony Orchestra of the All-Union Radio_ N. Shpiller_ S. Krassovsky_ V. Gagarina & N,Requiem Mass_ K. 626_ 1791: Requiem. Kyrie (Adagio) (Mozart)
15930,Adagio,Nyújtsd a két kezedet
15931,Cradle Of Filth,The Forest Whispers My Name
15932,Tomcraft,Silence (Original)
15933,Pink Floyd,Hey You
15934,Shane MacGowan And The Popes,Céilídh Cowboy
15935,Carpenters,Now
15936,Mychael Danna / The Hollywood Studio Symphony / Nicholas Dodd,"Es Ist Ein Ros (from ""The Time Traveler's Wife"")"
15937,DAVE MATTHEWS BAND,Too Much
15938,Anne Regina,Hold Me ''till Tomorrow
15939,Greg Billings Band feat. Brian Johnson,Midnite Hour
15940,Henry Mancini_ His Orchestra And Chorus,"The Summer Knows - (theme from the Warner Bros. film_ ""Summer Of '42"
15941,The Blues Brothers,Going Back To Miami
15942,Booker T & The MG's,Hip Hug Her
15943,Jay Tripwire,POLAR SHIFT
15944,Ágata,Acabo sempre nos teus braços
15945,Al Stewart,Accident On Third Street
15946,Joe Walsh,Rocky Mountain Way
15947,Mafalda Veiga,Escuro E Luar
15948,West End Orchestra & Singers,Prologue(Little Shop Of Horrors)
15949,Hometaping,Small Healthy Song
15950,Geier Sturzflug,Pure Lust am Leben
15951,New Trolls,Una miniera
15952,Kim English,Nothing's Impossible (ATFC Dub)
15953,Glenn Medeiros,Nada Cambiará Mi Amor por Ti (Nothing's Gonna Change My Love For You)
15954,Exercise One,Debaya
15955,Moonbabies,21St Century Heart
15956,Blues Image,Ride Captain Ride
15957,Red Hot Chili Peppers,Blood Sugar Sex Magik (Album Version)
15958,Paul Mauriat And His Orchestra,My Way (Comme D'Habitude)
15959,The Rembrandts,Show Me Your Love
15960,Hip Hop Pantsula,Ra Di Busa
15961,Mad Season,River Of Deceit
15962,Paolo Nutini,Million Faces (live at the Bedford)
15963,Orleans,Dance With Me
15964,Jim Brickman;Donny Osmond,Love Of My Life
15965,Jeff Beck,Love Is Blue (L'Amour Est Bleu)
15966,Funkadelic,P.E. Squad/Doodoo Chasers (''going All The Way Off'') - Original
15967,JET,Look What You've Done (Album Version)
15968,Wet Wet Wet,Shed A Tear
15969,Londonbeat,You Bring On The Sun
15970,Steve Miller Band,Going To The Country
15971,Diana Ross,If We Hold On Together
15972,Demis Roussos,Schönes Mädchen Aus Arcadia
15973,Roy Orbison,Oh_ Pretty Woman
15974,Dinu Lipatti,Waltzes (1997 Digital Remaster): No. 6 in D flat major_ Op. 64/1 (Minute)
15975,The Radio Dept.,Messy enough
15976,DJ Bobo,Return To Silence Instrumental
15977,Marieke,Feuer_ Wasser_ Erde_ Luft
15978,Jose Cid,Coração De Papelão
15979,A-Ha,Take On Me (Album Version)
15980,Frankie HI-NRG MC,I Trafficati Vs Der Kommissar
15981,Goldfish,Hold Tight  (Juan Diaz & Coco Silco Remix)
15982,Beverley Craven,Promise Me
15983,Andy Williams,What The World Needs Now
15984,The California Cajun Orchestra,Midland Two-Step
15985,Merle Haggard,Love Me Tender
15986,Billy Vaughn,Wheels
15987,Cerrone,Love in c minor
15988,matchbox twenty,Downfall (Album Version)
15989,Cactus World News,STATE OF EMERGENCY  BONUS
15990,Luca Carboni,Le Ragazze
15991,Empire State Human,Love Is a Stranger (album cut)
15992,Alicia Keys,If I Ain't Got You
15993,Brooks & Dunn,Neon Moon
15994,Samuele Bersani,Chicco E Spillo
15995,James Cotton,Creeper Creeps Again
15996,Alain Bashung,Week-End Doux
15997,Jason van Wyk & Vast Vision Feat. Johanna,Oceanblue
15998,Seymour,Skid Row
15999,Basia,Half A Minute
16000,Komet,blank
16001,Kansas,Carry On Wayward Son
16002,Felix Kröcher,real time
16003,Beans,Non Si Puo' Morire Dentro
16004,Ottawan,Hands Up (Give Me Your Heart)
16005,Gin Blossoms,Found Out About You
16006,Michael Franks,The Lady Wants To Know (Remastered Album Version)
16007,Kid Crème,Doing my own Thing // Remixes
16008,The Weather Girls,It's Raining Men
16009,Caifanes,Afuera
16010,De Mens,Ergens Onderweg
16011,Anson Funderburgh and The Rockets,I'll Keep On Trying
16012,Chloe,Esta Vendido
16013,Ice Mc,Megamix
16014,Beyoncé feat. Slim Thug,Check On It
16015,Frauenarzt & Manny Marc,Das Geht Ab (Wir Feiern Die Ganze Nacht)
16016,Beatles Tribute,And I Love Her
16017,Genesis,The Chamber Of 32 Doors (2008 Digital Remaster)
16018,Sam Brown,Stop
16019,Tobias Regner,Jessie
16020,Argent,Hold Your Head Up
16021,Paul Mauriat,Last Summer Day
16022,Claude François,La Ferme Du Bonheur
16023,Tony Joe White,One Hot July (String Ensemble)
16024,Helmut Krauss,Dialog aus dem Film
16025,Diamond Rio,They Don't Make Hearts (Like They Used To)
16026,Myleene Klass/City of Prague Philharmonic Orchestra/Miriam Nemcova,Chi Mai
16027,Ernie K-Doe,Mother-In-Law
16028,Rocky Orchestra,Gonna Fly Now
16029,Vanessa-Mae,Tempo Impetuoso D'Estate (Summer - The Four Seasons Op 8 No 2)
16030,Daryl Hall & John Oates,Kiss On My List
16031,André Rieu / The Johann Strauss Orchestra,Radetzky Marsch
16032,Jennifer Warnes,Love Hurts
16033,Aled Jones,Candlelight Carol
16034,SubNoize Souljaz,I Got 5 On It (feat. Potluck)
16035,Gary Smith,Autumn In The San Juans
16036,Baracuda,I Leave The World Today - Special D. Remix Edit
16037,The Treacherous Three / Kool Moe Dee,Turn It Up
16038,Pepe Romero / The Academy of St. Martin in the Fields / Sir Neville Marriner,1. Villano y Ricercare (Adagietto - Andante moderato)
16039,Toyah,Jungles of Jupiter (Album)
16040,Smokie,Lay Back In The Arms Of Someone
16041,Duran Duran,The Reflex
16042,Twenty 4 Seven,Take Me Away
16043,Bloom 06,Blue (Da Ba Dee)
16044,PuppetGeneration,Sommerdag (radio version)
16045,Bobby Rydell,Then You Can Tell Me Goodbye
16046,Morten Gunnar Larsen,Graceful Ghost
16047,Ruben de Ronde,Grands Boulevards
16048,Joris Delacroix,Feelings
16049,Mis-Teeq,Scandalous
16050,Roberto Jordan,Juntos Felices (Happy Together)
16051,Armin van Buuren,Communication
16052,Joy Salinas,Dream In Paradise
16053,Streetwize,My Name Is
16054,Sophie Sugar,Sense Of Connection
16055,Anhken,Second Division
16056,Nickolas & G Spice,Workout Fitness
16057,Sam & Dave,Hold On_ I'm Coming  (LP/Single Version)
16058,Nick Straker,A Walk In The Park
16059,Ivete Sangalo / Monica De San Galo,Completo
16060,Rockabye Baby!,In My Room
16061,Boston,More Than A Feeling
16062,Yannick,Oh what a night (It's party night)
16063,Royal Philharmonic Orchestra,"Up Where We Belong (from ""An Officer And A Gentleman"")"
16064,Turibio Santos,Las abejas
16065,Serpentine,What ever makes you happy
16066,Terry Hall,From Dawn To Distraction
16067,Sarah McLachlan,Sweet Surrender
16068,Tomas Andersson,The Other Day
16069,Dramarama,Right On Baby_ Baby
16070,Zámbó Jimmy,Good Bye my love
16071,Whitney Houston,Greatest Love of All
16072,Plump DJs,Torque of The Devil
16073,Hardrive feat. L.G.,Sindae (Masters At Work Dub)
16074,John Legend,P.D.A. (We Just Don't Care)
16075,Carpenters,I Need To Be In Love
16076,UB40,Red Red Wine
16077,The London Pops Orchestra,Nobody Does It Better
16078,The Winans,Love Will Never Die (Album Version)
16079,Scott Joplin,Fig Leaf Rag
16080,Boggle Karaoke,(Everything I Do) I Do It For You (In The Style Of 'Bryan Adams')
16081,Oleta Adams,I Just Had To Hear Your Voice
16082,UB40,Homely Girl (2009 Digital Remaster)
16083,Yonder Mountain String Band,Midwest Gospel Radio
16084,Al Denson,Be The One
16085,Edison Lighthouse,Everything I Own
16086,Elton John,Lies
16087,K.T. Oslin,80's Ladies
16088,Shock,Mi-E Rusine (I'M Ashamed)
16089,Carrie Underwood,Cowboy Casanova
16090,Doves,The Man Who Told Everything (Summer Version)
16091,Jason Donovan,Any Dream Will Do
16092,Joss Stone,Right To Be Wrong
16093,Ace Cannon,Evergreen
16094,Delays,Love Made Visible
16095,Andre Popp,A Todas Las Chicas Que He Amado
16096,Luther Vandross,Going In Circles
16097,Beth Nielsen Chapman,All I Have (LP Version)
16098,The Mullets,Unisex Restroom
16099,Helena Paparizou,Don't Speak
16100,Jay & The Americans,This Magic Moment
16101,Avril Lavigne,Anything But Ordinary
16102,Eugenio Finardi,Extraterrestre
16103,Joi Cardwell,Keep Coming Around (Charlie Solana Southside Voxless Remix)
16104,O.A.R.,City On Down (Live Version)
16105,Cinderella,Gypsy Road
16106,Paul Young,Come Back And Stay
16107,Juniper,The Drive
16108,Fear Factory,Edgecrusher - Album Version
16109,Bee Gees,The British Opera [Mono Album Version]
16110,Ana Gabriel,Sin Miedo A La Verdad
16111,Terry Muska,Adelita
16112,The Script,The Man Who Can't Be Moved 
16113,Silverchair,Anthem For The Year 2000
16114,Alex M.,Let The Music
16115,Leana,Soul Seekerz Remix
16116,Bill Justis,Raunchy
16117,Mikel Erentxun,Escribo tu pelo negro
16118,Gareth Gates,Unchained Melody
16119,Roger Whittaker,Wenn es dich noch gibt
16120,Frankie Valli,Can't Take My Eyes Off You (LP Version)
16121,Phil Coulter,Only A Woman's Heart
16122,Greta Y Los Garbo,The tracks of my tears
16123,U2,I Still Haven't Found What I'm Looking For
16124,Taco,Jeanny
16125,Julius Katchen,Tableaux d'une exposition : Promenade des gnomes
16126,D-Train,You're The One For Me
16127,Ann Hampton Callaway;Laura Benanti;Michael Gruber;Everett Bradley,Medley
16128,Thelma Houston,Don't Leave Me This Way
16129,Annie,Intro
16130,Electro Mode All Stars,Equinoxe (part 5) (as made famous by Jean-Michel Jarre)
16131,Luke Terry,Escape From Antarctica
16132,Elis Regina / Antonio Carlos Jobim,Fotografia
16133,Lasse Stefanz,Tre unga män (I Heard A Song)
16134,Travis Tritt,Don't Give Your Heart To A Rambler
16135,I'm From Barcelona,The Saddest Lullaby
16136,Blondie,Atomic '98 (Xenomania Mix)
16137,Marky Ramone,Pet Semetary
16138,CJ Stone,In The Red Light
16139,DJ Muggs / Sick Jacken,Mask And The Assassin
16140,Avril Lavigne,I Don't Have To Try
16141,Zombie Nation,Kernkraft 400
16142,The Forester Sisters,Down The Road
16143,Maroon 5,Not Coming Home
16144,Virtuoso,Yö enkelten
16145,Gila,Mis Manos En Tu Cintura
16146,datA,Leaves
16147,Shel Silverstein,The Little Blue Engine
16148,Michael Mind,Blinded By The Light
16149,Jo-El Sonnier,Hackberry Hop
16150,The Red Hot Valentines,Pocket Full Of Secrets (LP Version)
16151,Pulsedriver,Evolution
16152,Headliners,Reeperbahn
16153,S Club Juniors,One Step Closer
16154,Shania Twain,When You Kiss Me
16155,Raf,Iperbole
16156,Bruce Springsteen,Secret Garden
16157,The Mavericks,What A Crying Shame
16158,Elton John,Someone Saved My Life Tonight
16159,Miguel Bose,Si tu no vuelves [Dueto 2007]
16160,Bebo Norman,Great Light Of The World Interlude
16161,Bryan Adams,The Only Thing That Looks Good On Me Is You
16162,Luxuria,Animal In The Mirror
